employee_id,department,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,avg_training_score,age_no,previous_year_rating_no,length_of_service_no,avg_training_score_no
71199,Technology,Bachelors,m,sourcing,2,29,3.0,4,0,84,29.0,3.0,4.0,84
42893,Finance,Bachelors,m,sourcing,1,37,3.0,8,0,59,37.0,3.0,8.0,59
56248,Sales & Marketing,Masters & above,m,sourcing,2,31,1.0,6,1,55,31.0,1.0,6.0,55
24496,Legal,Masters & above,m,other,1,39,3.0,9,0,61,39.0,3.0,9.0,61
54569,Operations,Bachelors,f,sourcing,1,55,5.0,8,0,61,,5.0,8.0,61
64900,Sales & Marketing,Masters & above,m,other,1,29,4.0,4,0,50,29.0,4.0,4.0,50
76430,Sales & Marketing,Bachelors,m,other,1,41,4.0,9,0,54,41.0,4.0,9.0,54
41759,HR,Masters & above,m,other,1,42,5.0,11,0,50,42.0,5.0,11.0,50
29148,Procurement,Bachelors,m,sourcing,2,42,3.0,6,0,67,42.0,3.0,6.0,67
1733,Procurement,Bachelors,m,other,1,41,1.0,13,0,69,41.0,1.0,13.0,69
32985,Analytics,Bachelors,m,sourcing,1,32,1.0,2,0,87,32.0,1.0,2.0,87
77314,Sales & Marketing,Masters & above,m,other,1,32,5.0,6,1,53,32.0,5.0,6.0,53
50688,Technology,Masters & above,f,other,1,38,5.0,8,0,89,38.0,5.0,8.0,89
35556,HR,Bachelors,m,other,2,29,3.0,4,1,52,29.0,3.0,4.0,52
14434,Analytics,Bachelors,m,other,2,28,3.0,3,0,86,28.0,3.0,3.0,86
54098,Sales & Marketing,Bachelors,f,other,1,32,1.0,4,0,49,32.0,1.0,4.0,49
65695,Operations,Bachelors,f,other,3,26,5.0,3,1,57,26.0,5.0,3.0,57
65721,Technology,Bachelors,m,other,1,40,4.0,4,0,75,40.0,4.0,4.0,75
25887,Analytics,Bachelors,m,other,1,28,5.0,5,1,83,28.0,5.0,5.0,83
33687,Analytics,Bachelors,m,other,1,29,5.0,4,1,85,29.0,5.0,4.0,85
42587,Sales & Marketing,Masters & above,f,other,1,35,5.0,3,0,50,35.0,5.0,3.0,50
40214,Procurement,Masters & above,m,other,1,31,3.0,6,1,67,31.0,3.0,6.0,67
74114,Analytics,Masters & above,m,other,1,33,4.0,6,0,84,33.0,4.0,6.0,84
2535,Procurement,Bachelors,m,other,1,30,2.0,3,0,69,30.0,2.0,3.0,69
6454,Operations,Bachelors,f,other,1,34,4.0,3,1,60,34.0,4.0,3.0,60
56598,Operations,Bachelors,m,sourcing,1,31,4.0,9,0,62,31.0,4.0,9.0,62
27567,HR,Masters & above,m,sourcing,1,39,5.0,2,0,47,39.0,5.0,2.0,47
57866,Analytics,Bachelors,m,sourcing,1,32,5.0,5,1,79,32.0,5.0,5.0,79
21094,Sales & Marketing,Masters & above,m,sourcing,1,53,1.0,23,0,51,,1.0,,51
54694,Technology,Bachelors,m,other,1,54,1.0,19,0,82,,1.0,,82
77887,Analytics,Bachelors,m,sourcing,1,29,4.0,5,1,84,29.0,4.0,5.0,84
40603,Procurement,Bachelors,m,other,1,27,3.0,4,1,74,27.0,3.0,4.0,74
52244,Sales & Marketing,Bachelors,m,sourcing,1,36,1.0,8,0,50,36.0,1.0,8.0,50
73936,HR,Bachelors,m,other,1,31,5.0,4,0,50,31.0,5.0,4.0,50
19940,HR,Bachelors,m,other,1,33,3.0,6,0,50,33.0,3.0,6.0,50
50501,Sales & Marketing,Bachelors,m,sourcing,1,27,3.0,4,0,51,27.0,3.0,4.0,51
23688,Procurement,Bachelors,m,other,1,27,3.0,3,0,69,27.0,3.0,3.0,69
45620,Operations,Masters & above,f,other,1,39,3.0,10,0,60,39.0,3.0,10.0,60
145,Sales & Marketing,Bachelors,f,sourcing,1,35,3.0,8,0,46,35.0,3.0,8.0,46
67141,Sales & Marketing,Bachelors,m,other,1,32,3.0,4,0,49,32.0,3.0,4.0,49
30358,Analytics,Bachelors,m,other,2,54,3.0,5,1,82,,3.0,5.0,82
39203,Sales & Marketing,Bachelors,m,sourcing,1,32,3.0,8,0,57,32.0,3.0,8.0,57
8101,Procurement,Bachelors,m,sourcing,1,35,2.0,3,0,67,35.0,2.0,3.0,67
60684,Sales & Marketing,Bachelors,m,other,1,54,1.0,4,0,54,,1.0,4.0,54
33349,Operations,Bachelors,m,other,1,28,5.0,4,1,61,28.0,5.0,4.0,61
13441,Sales & Marketing,Bachelors,m,other,2,29,3.0,4,0,50,29.0,3.0,4.0,50
11818,HR,Masters & above,m,other,1,35,5.0,8,1,54,35.0,5.0,8.0,54
20030,Sales & Marketing,Bachelors,f,other,1,28,1.0,4,0,44,28.0,1.0,4.0,44
15607,Operations,Bachelors,m,sourcing,1,35,4.0,6,0,59,35.0,4.0,6.0,59
21481,Sales & Marketing,Bachelors,m,other,1,52,3.0,6,1,44,52.0,3.0,6.0,44
46684,Sales & Marketing,Bachelors,m,other,5,33,4.0,8,0,46,33.0,4.0,8.0,46
58168,Sales & Marketing,Bachelors,m,other,1,35,5.0,9,1,51,35.0,5.0,9.0,51
6722,Legal,Bachelors,m,other,1,34,1.0,5,0,58,34.0,1.0,5.0,58
11532,Technology,Masters & above,f,other,1,36,2.0,7,0,82,36.0,2.0,7.0,82
9786,Procurement,Masters & above,f,sourcing,1,40,5.0,7,0,66,40.0,5.0,7.0,66
28404,Sales & Marketing,Masters & above,m,other,1,41,5.0,2,1,50,41.0,5.0,2.0,50
45429,Operations,Bachelors,m,sourcing,1,28,5.0,6,1,61,28.0,5.0,6.0,61
54062,Sales & Marketing,Bachelors,m,sourcing,1,31,3.0,5,0,47,31.0,3.0,5.0,47
51229,Operations,Bachelors,m,other,1,30,5.0,2,1,58,30.0,5.0,2.0,58
28163,Sales & Marketing,Bachelors,f,other,1,51,4.0,7,0,53,51.0,4.0,7.0,53
77618,Operations,Bachelors,m,sourcing,1,29,3.0,4,0,57,29.0,3.0,4.0,57
27986,Sales & Marketing,Masters & above,m,other,1,33,3.0,4,1,50,33.0,3.0,4.0,50
27043,Analytics,Masters & above,m,other,1,32,3.0,7,1,86,32.0,3.0,7.0,86
49650,Procurement,Bachelors,f,sourcing,1,39,3.0,7,1,72,39.0,3.0,7.0,72
55211,R&D,Bachelors,m,sourcing,1,30,1.0,3,0,84,30.0,1.0,3.0,84
14287,Procurement,Below Secondary,m,sourcing,1,25,1.0,2,1,76,25.0,1.0,2.0,76
54340,Operations,Masters & above,f,other,1,36,4.0,8,1,61,36.0,4.0,8.0,61
51550,Technology,Masters & above,f,sourcing,1,36,5.0,4,1,80,36.0,5.0,4.0,80
11536,Technology,Masters & above,f,other,1,33,5.0,7,1,80,33.0,5.0,7.0,80
57010,Sales & Marketing,Bachelors,m,sourcing,2,34,5.0,6,1,48,34.0,5.0,6.0,48
54372,Operations,Masters & above,m,other,1,54,3.0,16,0,61,,3.0,,61
55593,Operations,Bachelors,f,sourcing,1,31,5.0,9,1,52,31.0,5.0,9.0,52
32588,Operations,Bachelors,m,other,1,45,4.0,11,0,64,45.0,4.0,11.0,64
14739,Technology,Bachelors,m,other,1,27,3.0,3,1,78,27.0,3.0,3.0,78
54739,Operations,Masters & above,f,other,1,36,3.0,4,0,64,36.0,3.0,4.0,64
16696,Sales & Marketing,Masters & above,m,sourcing,1,33,1.0,5,0,49,33.0,1.0,5.0,49
43750,R&D,Masters & above,m,other,1,33,3.0,5,0,82,33.0,3.0,5.0,82
6359,Sales & Marketing,Masters & above,m,other,1,54,5.0,11,1,46,,5.0,11.0,46
37132,Operations,Bachelors,m,sourcing,2,36,4.0,4,1,54,36.0,4.0,4.0,54
26134,Operations,Bachelors,m,other,1,46,5.0,19,1,62,46.0,5.0,,62
55976,R&D,Masters & above,m,other,1,33,4.0,8,0,89,33.0,4.0,8.0,89
35812,Technology,Masters & above,f,sourcing,1,42,3.0,15,0,78,42.0,3.0,15.0,78
8112,Procurement,Bachelors,m,other,2,36,3.0,5,1,69,36.0,3.0,5.0,69
22472,Sales & Marketing,Bachelors,m,other,2,28,1.0,5,0,52,28.0,1.0,5.0,52
19065,Technology,Bachelors,m,sourcing,1,33,1.0,5,0,81,33.0,1.0,5.0,81
61832,Sales & Marketing,Bachelors,f,other,2,25,3.0,3,0,46,25.0,3.0,3.0,46
11504,Analytics,Bachelors,m,other,1,38,4.0,9,0,82,38.0,4.0,9.0,82
3051,Analytics,Bachelors,m,sourcing,1,30,3.0,5,0,84,30.0,3.0,5.0,84
66543,Operations,Masters & above,f,other,1,43,4.0,12,0,57,43.0,4.0,12.0,57
14479,Technology,Bachelors,f,sourcing,1,25,3.0,3,0,79,25.0,3.0,3.0,79
8995,Analytics,Bachelors,f,sourcing,1,29,5.0,3,1,84,29.0,5.0,3.0,84
45905,HR,Bachelors,m,other,1,27,5.0,4,1,54,27.0,5.0,4.0,54
62243,Operations,Bachelors,f,other,2,31,3.0,5,0,58,31.0,3.0,5.0,58
48491,Finance,Bachelors,m,sourcing,1,29,3.0,5,1,55,29.0,3.0,5.0,55
733,Sales & Marketing,Masters & above,f,other,1,36,5.0,7,1,47,36.0,5.0,7.0,47
63147,Operations,Bachelors,f,sourcing,1,56,1.0,17,0,62,,1.0,,62
42095,Sales & Marketing,Bachelors,m,sourcing,1,30,5.0,4,0,50,30.0,5.0,4.0,50
15873,Procurement,Bachelors,m,sourcing,1,27,3.0,2,0,68,27.0,3.0,2.0,68
6252,Operations,Masters & above,f,sourcing,1,32,3.0,4,1,64,32.0,3.0,4.0,64
17214,Analytics,Bachelors,m,other,2,27,5.0,4,1,78,27.0,5.0,4.0,78
75845,Sales & Marketing,Bachelors,f,other,2,30,3.0,9,0,52,30.0,3.0,9.0,52
45922,Sales & Marketing,Bachelors,m,other,2,31,2.0,5,0,46,31.0,2.0,5.0,46
42115,Analytics,Bachelors,m,other,1,33,1.0,6,1,83,33.0,1.0,6.0,83
6799,Sales & Marketing,Bachelors,m,other,1,45,3.0,14,0,48,45.0,3.0,14.0,48
61556,Technology,Bachelors,m,referred,2,26,1.0,3,1,75,26.0,1.0,3.0,75
50452,Operations,Bachelors,m,sourcing,2,34,5.0,9,1,60,34.0,5.0,9.0,60
26054,Sales & Marketing,Masters & above,m,sourcing,1,38,4.0,4,0,50,38.0,4.0,4.0,50
66461,Analytics,Bachelors,m,sourcing,1,41,5.0,10,1,87,41.0,5.0,10.0,87
60014,Procurement,Masters & above,m,other,2,47,3.0,4,0,71,47.0,3.0,4.0,71
13797,Sales & Marketing,Masters & above,m,other,1,43,3.0,16,0,50,43.0,3.0,,50
32226,Technology,Bachelors,m,other,1,36,4.0,3,1,81,36.0,4.0,3.0,81
52065,Operations,Masters & above,f,sourcing,1,33,4.0,4,0,56,33.0,4.0,4.0,56
44488,Technology,Bachelors,f,other,1,27,5.0,3,1,81,27.0,5.0,3.0,81
59642,Procurement,Bachelors,f,sourcing,1,30,3.0,7,1,67,30.0,3.0,7.0,67
46825,Sales & Marketing,Masters & above,m,other,2,39,5.0,5,1,51,39.0,5.0,5.0,51
25364,Finance,Masters & above,m,sourcing,1,34,2.0,9,0,59,34.0,2.0,9.0,59
17917,Sales & Marketing,Masters & above,m,sourcing,1,40,5.0,8,1,93,40.0,5.0,8.0,93
60487,Sales & Marketing,Bachelors,m,sourcing,1,36,1.0,7,0,53,36.0,1.0,7.0,53
1521,Procurement,Bachelors,f,other,1,32,4.0,5,0,68,32.0,4.0,5.0,68
34320,Procurement,Bachelors,m,other,1,34,1.0,4,0,74,34.0,1.0,4.0,74
46045,Sales & Marketing,Bachelors,m,other,1,39,3.0,4,0,47,39.0,3.0,4.0,47
23604,Sales & Marketing,Bachelors,m,sourcing,1,29,2.0,3,0,51,29.0,2.0,3.0,51
20021,Sales & Marketing,Bachelors,f,other,1,29,2.0,3,1,51,29.0,2.0,3.0,51
51532,Technology,Bachelors,f,other,1,31,1.0,3,0,73,31.0,1.0,3.0,73
29011,Operations,Bachelors,m,other,2,27,4.0,3,1,62,27.0,4.0,3.0,62
56137,Technology,Bachelors,m,other,1,49,4.0,17,0,81,49.0,4.0,,81
25906,Technology,Bachelors,f,sourcing,1,32,2.0,7,0,79,32.0,2.0,7.0,79
18121,Technology,Masters & above,f,sourcing,1,34,4.0,5,1,80,34.0,4.0,5.0,80
14805,Analytics,Bachelors,m,other,2,31,3.0,4,0,84,31.0,3.0,4.0,84
78283,Operations,Bachelors,f,sourcing,1,28,3.0,4,0,57,28.0,3.0,4.0,57
7656,Sales & Marketing,Masters & above,m,other,1,46,4.0,4,1,59,46.0,4.0,4.0,59
5143,Operations,Bachelors,m,sourcing,1,35,4.0,6,1,64,35.0,4.0,6.0,64
2981,Operations,Bachelors,f,sourcing,1,36,5.0,8,1,59,36.0,5.0,8.0,59
40452,Sales & Marketing,Masters & above,m,sourcing,1,53,3.0,17,0,47,,3.0,,47
73168,Sales & Marketing,Bachelors,m,other,2,33,1.0,6,0,49,33.0,1.0,6.0,49
17348,Operations,Bachelors,m,other,1,46,4.0,7,1,60,46.0,4.0,7.0,60
54684,Operations,Bachelors,f,sourcing,1,31,4.0,4,0,61,31.0,4.0,4.0,61
15795,Technology,Masters & above,m,other,1,44,3.0,5,0,79,44.0,3.0,5.0,79
70185,Procurement,Masters & above,f,sourcing,1,33,3.0,5,1,84,33.0,3.0,5.0,84
59823,Sales & Marketing,Bachelors,m,sourcing,2,32,3.0,10,0,48,32.0,3.0,10.0,48
1653,Procurement,Masters & above,m,other,1,42,3.0,13,1,98,42.0,3.0,13.0,98
56599,Sales & Marketing,Masters & above,m,other,2,39,4.0,3,0,50,39.0,4.0,3.0,50
55277,Sales & Marketing,Bachelors,f,sourcing,1,30,2.0,3,0,46,30.0,2.0,3.0,46
63282,Operations,Masters & above,f,other,1,36,5.0,9,0,74,36.0,5.0,9.0,74
39849,Sales & Marketing,Bachelors,m,sourcing,1,24,4.0,2,0,50,24.0,4.0,2.0,50
69019,Sales & Marketing,Bachelors,m,other,1,28,3.0,3,0,49,28.0,3.0,3.0,49
44640,Sales & Marketing,Bachelors,m,other,2,27,3.0,3,1,50,27.0,3.0,3.0,50
49596,Technology,Bachelors,f,sourcing,2,29,4.0,3,1,82,29.0,4.0,3.0,82
27472,Operations,Bachelors,m,sourcing,1,36,3.0,3,0,65,36.0,3.0,3.0,65
55930,Procurement,Masters & above,f,other,2,45,1.0,3,0,65,45.0,1.0,3.0,65
76253,Sales & Marketing,Bachelors,m,other,1,39,5.0,3,0,53,39.0,5.0,3.0,53
28612,Sales & Marketing,Masters & above,m,sourcing,1,32,3.0,4,0,46,32.0,3.0,4.0,46
25734,Procurement,Bachelors,m,other,1,30,4.0,5,0,71,30.0,4.0,5.0,71
67099,Sales & Marketing,Bachelors,m,sourcing,2,26,3.0,4,1,50,26.0,3.0,4.0,50
48363,Procurement,Masters & above,f,sourcing,1,32,3.0,4,0,71,32.0,3.0,4.0,71
64404,Operations,Bachelors,m,sourcing,1,37,5.0,5,1,60,37.0,5.0,5.0,60
64018,Sales & Marketing,Bachelors,f,sourcing,1,26,1.0,3,0,48,26.0,1.0,3.0,48
13202,Sales & Marketing,Bachelors,m,referred,1,26,4.0,2,0,48,26.0,4.0,2.0,48
52152,Finance,Masters & above,m,sourcing,1,35,3.0,6,0,61,35.0,3.0,6.0,61
53274,Sales & Marketing,Bachelors,m,sourcing,1,36,3.0,3,0,48,36.0,3.0,3.0,48
8044,Operations,Bachelors,m,sourcing,1,42,3.0,3,0,64,42.0,3.0,3.0,64
63111,Operations,Bachelors,m,other,2,27,3.0,3,0,59,27.0,3.0,3.0,59
19123,Sales & Marketing,Bachelors,f,other,1,33,5.0,7,0,50,33.0,5.0,7.0,50
14863,Procurement,Bachelors,m,other,6,39,2.0,10,0,73,39.0,2.0,10.0,73
11780,Operations,Bachelors,m,sourcing,1,42,4.0,13,0,60,42.0,4.0,13.0,60
17561,Sales & Marketing,Bachelors,m,other,1,30,1.0,6,0,48,30.0,1.0,6.0,48
4237,Sales & Marketing,Bachelors,m,sourcing,1,49,3.0,7,1,49,49.0,3.0,7.0,49
21011,Procurement,Masters & above,f,sourcing,1,38,4.0,6,1,72,38.0,4.0,6.0,72
64622,Sales & Marketing,Bachelors,m,sourcing,2,25,1.0,2,0,53,25.0,1.0,2.0,53
62884,Technology,Bachelors,f,sourcing,1,33,3.0,8,0,79,33.0,3.0,8.0,79
67530,Operations,Bachelors,f,sourcing,1,36,4.0,10,1,57,36.0,4.0,10.0,57
8536,Sales & Marketing,Bachelors,f,other,1,28,5.0,4,0,50,28.0,5.0,4.0,50
38710,Procurement,Bachelors,m,sourcing,1,28,1.0,5,0,66,28.0,1.0,5.0,66
46725,Analytics,Bachelors,m,other,2,31,4.0,2,1,88,31.0,4.0,2.0,88
71812,Operations,Bachelors,m,sourcing,1,45,5.0,10,0,65,45.0,5.0,10.0,65
59422,Procurement,Masters & above,f,other,1,35,1.0,7,0,64,35.0,1.0,7.0,64
66342,Analytics,Bachelors,m,other,1,30,1.0,2,0,87,30.0,1.0,2.0,87
25944,Operations,Bachelors,m,other,1,34,3.0,4,1,59,34.0,3.0,4.0,59
25450,Technology,Bachelors,m,sourcing,1,26,5.0,2,1,78,26.0,5.0,2.0,78
26055,Technology,Masters & above,m,other,1,38,4.0,9,1,82,38.0,4.0,9.0,82
33831,Procurement,Bachelors,m,sourcing,1,41,4.0,16,1,68,41.0,4.0,,68
31118,Technology,Bachelors,m,other,1,38,2.0,10,0,80,38.0,2.0,10.0,80
34226,HR,Bachelors,m,sourcing,1,28,1.0,2,0,47,28.0,1.0,2.0,47
46538,Sales & Marketing,Bachelors,m,other,1,34,2.0,2,0,49,34.0,2.0,2.0,49
4080,HR,Bachelors,f,other,1,52,2.0,16,0,51,52.0,2.0,,51
23956,Technology,Bachelors,f,other,1,27,2.0,5,0,78,27.0,2.0,5.0,78
71710,Operations,Bachelors,m,other,1,33,3.0,5,0,63,33.0,3.0,5.0,63
29016,Operations,Bachelors,f,other,1,41,5.0,5,1,60,41.0,5.0,5.0,60
32914,Technology,Bachelors,m,other,1,46,3.0,5,0,88,46.0,3.0,5.0,88
18577,Sales & Marketing,Bachelors,f,sourcing,1,35,4.0,4,1,49,35.0,4.0,4.0,49
37023,Sales & Marketing,Masters & above,f,other,1,39,5.0,7,1,46,39.0,5.0,7.0,46
71328,Operations,Bachelors,m,other,1,29,3.0,5,1,55,29.0,3.0,5.0,55
55311,Analytics,Bachelors,m,sourcing,1,28,1.0,4,0,85,28.0,1.0,4.0,85
6219,Operations,Bachelors,f,other,1,37,5.0,2,1,58,37.0,5.0,2.0,58
29889,Operations,Bachelors,m,sourcing,1,36,3.0,8,0,61,36.0,3.0,8.0,61
46147,Sales & Marketing,Bachelors,f,other,1,29,3.0,5,0,50,29.0,3.0,5.0,50
24563,Procurement,Bachelors,m,sourcing,2,34,5.0,3,0,71,34.0,5.0,3.0,71
32909,Procurement,Masters & above,m,other,1,33,5.0,4,0,70,33.0,5.0,4.0,70
77398,Legal,Masters & above,m,other,1,42,5.0,3,1,62,42.0,5.0,3.0,62
7436,Operations,Bachelors,m,sourcing,1,32,5.0,6,1,59,32.0,5.0,6.0,59
19548,Technology,Bachelors,m,sourcing,2,32,3.0,8,1,77,32.0,3.0,8.0,77
70806,Procurement,Bachelors,m,sourcing,2,28,1.0,4,0,71,28.0,1.0,4.0,71
57668,Operations,Bachelors,f,sourcing,1,41,3.0,11,0,60,41.0,3.0,11.0,60
8123,Finance,Masters & above,m,other,2,41,3.0,13,0,56,41.0,3.0,13.0,56
42920,Operations,Bachelors,m,other,2,33,4.0,7,0,62,33.0,4.0,7.0,62
41548,Procurement,Bachelors,m,other,1,31,3.0,5,0,66,31.0,3.0,5.0,66
38403,Analytics,Bachelors,m,other,2,31,5.0,6,0,81,31.0,5.0,6.0,81
48748,Sales & Marketing,Masters & above,m,sourcing,1,38,2.0,10,0,55,38.0,2.0,10.0,55
18768,Operations,Bachelors,f,other,1,35,2.0,10,0,61,35.0,2.0,10.0,61
76267,R&D,Bachelors,m,sourcing,1,32,5.0,4,1,86,32.0,5.0,4.0,86
40976,Operations,Bachelors,m,sourcing,1,35,3.0,3,0,56,35.0,3.0,3.0,56
66588,Operations,Bachelors,m,other,1,33,4.0,3,1,62,33.0,4.0,3.0,62
34184,Technology,Bachelors,m,other,2,33,3.0,5,0,81,33.0,3.0,5.0,81
75329,Sales & Marketing,Bachelors,m,sourcing,1,53,5.0,18,0,50,,5.0,,50
13572,Operations,Bachelors,m,other,1,33,1.0,6,0,61,33.0,1.0,6.0,61
20503,Sales & Marketing,Masters & above,m,other,1,49,3.0,6,0,50,49.0,3.0,6.0,50
55705,Sales & Marketing,Bachelors,m,sourcing,2,34,5.0,8,0,53,34.0,5.0,8.0,53
63962,Sales & Marketing,Masters & above,m,sourcing,2,33,1.0,8,0,48,33.0,1.0,8.0,48
76575,HR,Bachelors,f,other,1,38,4.0,10,0,52,38.0,4.0,10.0,52
20686,Operations,Bachelors,f,other,1,31,2.0,7,0,56,31.0,2.0,7.0,56
50866,Operations,Bachelors,f,other,1,32,2.0,2,1,62,32.0,2.0,2.0,62
24508,Technology,Bachelors,m,other,2,29,1.0,2,1,82,29.0,1.0,2.0,82
27858,HR,Bachelors,f,other,1,36,3.0,4,0,54,36.0,3.0,4.0,54
13548,Operations,Bachelors,m,other,1,32,4.0,4,0,56,32.0,4.0,4.0,56
47459,Technology,Bachelors,f,sourcing,3,27,4.0,4,0,85,27.0,4.0,4.0,85
29702,Sales & Marketing,Bachelors,m,other,1,38,5.0,10,0,50,38.0,5.0,10.0,50
70027,HR,Bachelors,f,sourcing,1,32,1.0,6,0,46,32.0,1.0,6.0,46
40781,Technology,Masters & above,m,other,2,35,2.0,9,1,77,35.0,2.0,9.0,77
27469,Analytics,Masters & above,m,other,2,48,5.0,11,1,84,48.0,5.0,11.0,84
18930,Finance,Bachelors,f,other,1,32,3.0,4,0,63,32.0,3.0,4.0,63
17568,Technology,Masters & above,f,other,2,34,5.0,8,0,78,34.0,5.0,8.0,78
26041,Technology,Bachelors,f,other,1,30,3.0,2,0,79,30.0,3.0,2.0,79
65839,Finance,Bachelors,f,sourcing,1,39,5.0,11,1,64,39.0,5.0,11.0,64
43651,Operations,Masters & above,m,other,1,37,5.0,3,1,61,37.0,5.0,3.0,61
8041,Sales & Marketing,Bachelors,m,other,1,31,4.0,3,0,49,31.0,4.0,3.0,49
45150,Analytics,Bachelors,m,other,2,28,5.0,2,0,85,28.0,5.0,2.0,85
56994,Legal,Bachelors,m,other,1,37,3.0,10,0,64,37.0,3.0,10.0,64
78230,Finance,Bachelors,m,other,1,28,3.0,6,0,59,28.0,3.0,6.0,59
7479,Operations,Bachelors,f,sourcing,1,44,3.0,14,0,60,44.0,3.0,14.0,60
18581,Procurement,Bachelors,f,sourcing,1,33,5.0,7,1,68,33.0,5.0,7.0,68
56333,Analytics,Bachelors,f,other,1,27,4.0,2,0,81,27.0,4.0,2.0,81
36684,Sales & Marketing,Bachelors,m,sourcing,1,31,5.0,7,1,48,31.0,5.0,7.0,48
71823,Sales & Marketing,Bachelors,f,sourcing,1,27,3.0,4,0,50,27.0,3.0,4.0,50
38704,Sales & Marketing,Bachelors,m,sourcing,1,56,5.0,16,0,45,,5.0,,45
38978,Sales & Marketing,Bachelors,m,other,4,35,3.0,9,0,49,35.0,3.0,9.0,49
70708,Sales & Marketing,Bachelors,m,other,1,44,2.0,14,0,46,44.0,2.0,14.0,46
42492,Procurement,Bachelors,m,sourcing,1,27,5.0,3,0,93,27.0,5.0,3.0,93
47058,Technology,Masters & above,m,other,1,36,3.0,7,1,77,36.0,3.0,7.0,77
59833,Operations,Masters & above,m,other,1,49,5.0,20,1,59,49.0,5.0,,59
71516,Finance,Bachelors,m,other,1,37,3.0,9,0,61,37.0,3.0,9.0,61
3233,Procurement,Masters & above,m,other,3,60,4.0,11,0,74,,4.0,11.0,74
30849,Operations,Bachelors,m,other,2,46,5.0,16,1,60,46.0,5.0,,60
33659,R&D,Bachelors,m,sourcing,2,27,3.0,3,0,89,27.0,3.0,3.0,89
54814,Sales & Marketing,Bachelors,m,sourcing,4,31,2.0,6,0,47,31.0,2.0,6.0,47
66513,Sales & Marketing,Bachelors,m,other,1,30,3.0,3,0,44,30.0,3.0,3.0,44
22643,Technology,Masters & above,m,sourcing,1,51,3.0,9,0,80,51.0,3.0,9.0,80
69172,Technology,Bachelors,m,other,1,42,1.0,2,0,83,42.0,1.0,2.0,83
21483,Sales & Marketing,Bachelors,m,other,2,39,4.0,6,0,51,39.0,4.0,6.0,51
48285,Procurement,Bachelors,m,other,1,33,3.0,7,1,70,33.0,3.0,7.0,70
2814,Procurement,Masters & above,m,sourcing,1,44,5.0,10,1,74,44.0,5.0,10.0,74
77909,Finance,Bachelors,m,sourcing,1,27,5.0,3,1,56,27.0,5.0,3.0,56
31809,Sales & Marketing,Masters & above,m,other,1,36,4.0,3,1,51,36.0,4.0,3.0,51
64032,Operations,Bachelors,m,other,1,29,3.0,2,0,61,29.0,3.0,2.0,61
68039,Analytics,Bachelors,m,other,2,29,5.0,2,0,88,29.0,5.0,2.0,88
25623,Technology,Bachelors,m,other,1,33,5.0,8,0,81,33.0,5.0,8.0,81
5944,Operations,Bachelors,f,referred,2,31,3.0,9,1,59,31.0,3.0,9.0,59
7076,Operations,Bachelors,m,other,1,28,3.0,2,0,64,28.0,3.0,2.0,64
50870,Sales & Marketing,Bachelors,m,other,1,26,3.0,3,0,50,26.0,3.0,3.0,50
56239,Analytics,Bachelors,m,other,2,30,1.0,5,0,90,30.0,1.0,5.0,90
29509,Procurement,Masters & above,f,sourcing,1,32,5.0,4,1,68,32.0,5.0,4.0,68
48791,HR,Masters & above,f,sourcing,1,38,3.0,10,0,48,38.0,3.0,10.0,48
52801,Technology,Bachelors,f,sourcing,1,34,3.0,7,0,81,34.0,3.0,7.0,81
22833,Procurement,Bachelors,m,other,1,34,3.0,9,0,75,34.0,3.0,9.0,75
12755,Sales & Marketing,Bachelors,m,sourcing,1,32,3.0,4,1,49,32.0,3.0,4.0,49
34369,Analytics,Bachelors,f,sourcing,1,35,3.0,10,0,80,35.0,3.0,10.0,80
71766,Technology,Bachelors,m,other,1,27,3.0,4,0,82,27.0,3.0,4.0,82
15682,Sales & Marketing,Masters & above,m,other,1,36,1.0,9,0,47,36.0,1.0,9.0,47
50893,HR,Masters & above,f,sourcing,1,32,5.0,3,1,50,32.0,5.0,3.0,50
71003,Analytics,Masters & above,m,other,1,37,3.0,7,0,83,37.0,3.0,7.0,83
55605,Technology,Bachelors,f,other,1,37,2.0,10,0,75,37.0,2.0,10.0,75
26482,Operations,Bachelors,m,sourcing,1,53,3.0,15,0,63,,3.0,15.0,63
23179,Operations,Masters & above,f,other,1,37,5.0,9,1,58,37.0,5.0,9.0,58
50610,Operations,Masters & above,f,sourcing,1,40,5.0,5,1,64,40.0,5.0,5.0,64
24086,Operations,Masters & above,f,other,1,32,5.0,8,1,62,32.0,5.0,8.0,62
53252,Procurement,Masters & above,f,other,1,37,3.0,10,0,65,37.0,3.0,10.0,65
572,HR,Bachelors,m,sourcing,1,48,3.0,8,0,45,48.0,3.0,8.0,45
14670,Finance,Bachelors,m,sourcing,1,36,3.0,4,0,59,36.0,3.0,4.0,59
57288,Finance,Masters & above,m,other,1,40,2.0,8,1,59,40.0,2.0,8.0,59
61558,Sales & Marketing,Bachelors,f,other,1,31,3.0,2,1,52,31.0,3.0,2.0,52
30984,Analytics,Bachelors,m,sourcing,1,29,4.0,3,1,84,29.0,4.0,3.0,84
73762,Sales & Marketing,Bachelors,m,sourcing,1,26,4.0,2,0,52,26.0,4.0,2.0,52
41529,Sales & Marketing,Bachelors,m,other,1,42,5.0,13,1,47,42.0,5.0,13.0,47
